ID,Authors,Year,Year_numeric,Decade,Title,Search engine,Classification,Problem_statement,Research_gap,Contribution,Method,Method_clean,Method_category,Method_detail,Study region,Study_region_clean,Study_region_continent,Numerical water value,Has_water_value,DOI,Extraction_source,Notes
1-432,"Pfeifer, A.; Krajačić, G.; Haas, R.; Duić, N.",2020,2020,2020–2025,Consequences of different strategic decisions of market coupled zones on the development of energy systems based on coal and hydropower,Scopus,D,Strategic decisions in market-coupled zones can lead to stranded costs or unfair exploitation of other zones for balancing supply and demand.,There is a need for detailed representations of short-term large-scale power system operations that integrate unit commitment and cross-border power flows.,An application of the Dispa-SET modeling framework analyzes the consequences of different strategic decisions on interconnected coal and hydropower systems.,,Not available,Not available,Not available,Balkan,Europe (region),Europe,,False,10.1016/j.energy.2020.118522,"Method, Sec 2",
1-433,"Verbic, G.; Gubina, F.",2003,2003,2000–2004,Cost-Based Models for the Power-Reserve Pricing of Frequency Control,Scopus,D,Managing ancillary services and power reserves requires reliable cost estimation based on the bidding strategies of different power-reserve providers.,Comparison of different methodologies for estimating secondary and tertiary frequency control costs requires more detailed operational experience and strategy inclusion. (inferred).,A methodology for estimating power reserve costs incorporates provider bidding strategies and operational experience for reliable secondary frequency control assessment. (inferred).,Other,Other,Other,Other,Slovenia,Slovenia,Europe,,False,10.1109/TPWRS.2004.835668,Conclusion,
1-435,K. W. Easter,2009,2009,2005–2009,"Demand management, privatization, water markets, and efficient water allocation in our cities",Scopus,G,"Inefficient water management by the public sector can lead to waste and misallocation, especially when no mechanism exists to shift water to newer, higher-valued uses.","While proponents advocate for full water privatization, there is a lack of rigorous analysis defining which core oversight functions must remain with public institutions (inferred).","An analytical thesis defines the limits of privatization, arguing that ultimate authority over water rights and oversight for third-party protection must remain with public sector institutions.",Not available,Not available,Not available,Not available,USA,United States,North America,,False,,"Abstract, Evaluate system",
1-436,"Bocker, B.; Weber, C.",2015,2015,2015–2019,Different storages and different time-variable operation modes of energy storages in future electricity markets,Scopus,G,"Reduced flexibility from conventional power plants due to high renewable feed-in requires energy storage, yet storage values change over time, complicating their position in the merit order.","Insights are needed into how different time-variable operation modes of various storage technologies, such as Li-Ion and power-to-gas, affect merit-order positioning and investment refinancing.",An analytical approach using a linear energy system model identifies two major operation modes for energy storage based on shadow prices and time-varying water values.,Econ-Engi,Econ-Engi,Economic-Engineering,Econ-Engi,Germany,Germany,Europe,,False,10.1109/EEM.2015.7216686,"Abstract, Methodology",
1-437,"Munoz, F. D.; Wogrin, S.; Oren, S. S.; Hobbs, B. F.",2018,2018,2015–2019,Economic Inefficiencies of Cost-based Electricity Market Designs,Scopus,E,Cost-based spot market designs can be inefficient because they allow market power exercise through incentives for underinvestment or peaking technology shares.,There is a lack of analysis comparing the welfare losses between cost-based and bid-based market designs under strategic behavior. (inferred).,A closed-loop equilibrium model emulates bid-based versus cost-based market designs to analyze welfare losses from strategic participation.,Other,Other,Other,Other,Generic/Theoretical,Synthetic/Theoretical,Not applicable,,False,10.5547/01956574.39.3.fmun,"Intro, Sec 1",
1-438,"Woo, C.; Chen, Y.; Olson, A.; Moore, J.; Schlag, N.; Ong, A.; Ho, T.",2017,2017,2015–2019,Electricity price behavior and carbon trading: New evidence from California,Scopus,R,"Wholesale electricity markets face high price volatility due to weather-sensitive demands, fuel-cost variations, transmission constraints, and carbon-price fluctuations in restructured environments.",A regression-based approach analyzing newly available market data to understand the impact of aggressive renewable targets and carbon trading on price dynamics was needed.,A regression-based analysis generalized for multiple jurisdictions uses California market data to evaluate the impact of RPS targets and carbon trading on electricity prices.,,Not available,Not available,Not available,"CA, US",United States,North America,,False,10.1016/j.apenergy.2017.07.070,"Intro, Results",
1-439,"Settre, C. M.; Connor, J. D.; Wheeler, S. A.",2019,2019,2015–2019,Emerging water and carbon market opportunities for environmental water and climate regulation ecosystem service provision,Scopus,R,"Many river basins around the world are fully allocated for consumptive purposes, leading to the degradation of high economic value carbon sequestration in wetlands and floodplains.",Decision algorithms lacked the ability to identify arbitrage opportunities for environmental water holders to operate strategically in both water and carbon markets simultaneously.,A dynamic hydro-economic simulation model assesses ecosystem service supply potential for a joint carbon and water market participation strategy in the Murray-Darling Basin.,,Not available,Not available,Not available,"Murray-Darling Basin, Australia",Australia,Asia/Oceania,,False,10.1016/j.jhydrol.2019.124077,"Abstract, Model, Sensitivity analysis",
1-440,"Zhang, X.; Patelli, E.; Zhou, Y.; Chen, D.; Lian, J.; Xu, B.",2025,2025,2020–2025,Enhancing the economic efficiency of cross-regional renewable energy trading via optimizing pumped hydro storage capacity,Scopus,C,Spatial mismatches between renewable energy resource distribution and demand regions lead to underutilization of resources and grid instability in cross-regional power transmission.,Current studies independently examine transmission line utilization or scheduling but lack analysis of the synergistic effects of pumped hydro storage on efficiency.,An integrated hydro-wind-photovoltaic-storage delivery system optimizes pumped hydro storage capacity and uses Stackelberg game theory to enhance regional ROI by up to four percent.,Other,Other,Other,Other,China,China,Asia/Oceania,,False,10.1016/j.renene.2024.122205,"Abstract, Intro, Conclusion",
1-441,"Figueiredo, N. C.; Silva, P. P. D.; Cerqueira, P. A.",2015,2015,2015–2019,Evaluating the market splitting determinants: evidence from the Iberian spot electricity prices,Scopus,G,"The fast expansion of renewable generation creates transmission grid congestions, making it difficult for commercial electricity transits to sustain market integration across European borders.",Scientific literature is scarce on the assessment of how high penetration of low marginal cost renewable generation specifically impacts interconnected market splitting behavior in the Iberian region.,"A non-parametric kernel model expresses the probability response for market splitting as a function of technology shares, demand levels, and available transfer capacities.",,Not available,Not available,Not available,Iberian electricity market,Europe (region),Europe,,False,10.1016/j.enpol.2015.06.013,"Abstract, Model",
1-443,"Gan, F.; Du, H.; Wei, Q.; Fan, E.",2011,2011,2010–2014,Evaluation of the ecosystem values of aquatic wildlife reserves: a case of Chinese Sturgeon Natural Reserve in Yichang reaches of the Yangtze river: Evaluation of the ecosystem values of aquatic wildlife reserves,Scopus,G,"Hydropower development can have negative impacts on watershed ecosystem services, yet these external diseconomies are often not fully realized by policy-makers or internalized in costs.","There is a knowledge gap regarding the total economic value, including non-use and existence values, of specific aquatic wildlife reserves affected by large-scale dam projects (inferred).",An ecosystem valuation framework uses criteria like shadow pricing and contingent valuation to calculate the total use and non-use values of the Chinese Sturgeon Nature Reserve.,Other,Other,Other,Other,China,China,Asia/Oceania,,False,10.1111/j.1439-0426.2010.01659.x,"Intro, Discussion",
1-444,"Harder, N.; Weidlich, A.; Staudt, P.",2023,2023,2020–2025,Finding individual strategies for storage units in electricity market models using deep reinforcement learning,Scopus,D,Modeling energy storage realistically is challenging because decision-making is not governed by marginal costs but relies on expected price expectations.,Existing electricity market models often use centralized rule-based bidding or global optimization which fails to capture competitive behavior of participants.,A novel method using multi-agent deep reinforcement learning models individual strategies for a fleet of pumped hydropower energy storage units.,ML,Other,Optimization,ML,Germany,Germany,Europe,,False,10.1186/s42162-023-00293-0,"Abstract, Intro",
1-445,"Street, A.; Lima, D. A.; Veiga, A.; Fanzeres, B.; Freire, L.; Amaral, B.",2012,2012,2010–2014,Fostering wind power penetration into the Brazilian forward-contract market,Scopus,A,High variability and uncertainty in wind power generation pose significant financial risks for producers participating in electricity markets with long-term forward contract delivery requirements and penalties.,Strategic market models often lack optimization frameworks that enable risk-averse wind power producers to partner with small hydropower generators to minimize joint financial exposure through coordinated trading. (inferred).,An optimization model using Conditional Value-at-Risk enables wind producers to maximize value by optimizing joint-trading strategies with small hydropower partners under stochastic price and generation uncertainty.,Econ-Engi,Econ-Engi,Economic-Engineering,Econ-Engi,Brazil,Brazil,South America,,False,10.1109/PESGM.2012.6345197,"Abstract, Sec III",
1-446,"Fernandez, J. M. R.; Gonzalez, J. S.; Balsa, P. P.; Payan, M. B.; Chévez, H. F.",2025,2025,2020–2025,Game-Theoretic Insights Into the Day-Ahead Iberian Electricity Market,Scopus,C,"Electricity markets utilize marginal pricing, which can incentivize firms to bid above marginal costs to optimize profits while staying within complex market regulations.",There is a need for practical game-theoretic explorations that provide strategic insights for firms specifically navigating the Iberian day-ahead electricity market's 2022 structure.,A game-theoretic analysis methodology provides strategic insights and justifies generator strategies for optimizing profits in the marginal-pricing-based Iberian day-ahead market.,Other,Other,Other,Other,Iberian electricity market,Europe (region),Europe,,False,10.1109/EEM64765.2025.11050339,"Abstract, Conclusion",
1-447,"Farinelli, S.; Tibiletti, L.",2019,2019,2015–2019,Hydroassets portfolio management for intraday electricity trading from a discrete time stochastic optimization perspective,Scopus,B,Hydropower storage systems need efficient optimization for intraday trading that incorporates risk aversion and generic utility functions without utilizing subjective heuristics.,Commercial software often relies on linear models that do not account for risk aversion in intertemporal portfolio optimization on large recombining lattices.,"A stochastic optimization algorithm using a ""bushy"" recombining tree solves both dispatch and bidding problems while modeling water values as shadow prices.",SDP,SDP,Optimization,SDP,Switzerland,Switzerland,Europe,Yes,True,10.1007/s12667-017-0258-4,"Abstract, Intro, Conclusions",
1-449,"Medellín-Azuara, J.; Mendoza-Espinosa, L. G.; Lund, J. R.; Howitt, R. E.",2008,2008,2005–2009,"Hydro-economic analysis of water supply for the binational transboundary region of Baja California, Mexico",Scopus,E,"Systematic analysis involving hydrology, economics, competing demands, and infrastructure remains unexplored for the northern Baja California region.",Research has lacked formal integrated quantitative analyses of supply alternatives like idealized water markets and wastewater reuse for this region.,A network flow optimization model provides insights on water supply alternatives and infrastructure expansions for the northern Baja California region.,LP,LP,Optimization,LP,Mexico,Mexico,North America,Yes,True,10.2166/ws.2008.065,"Intro, Conclusion",
1-450,B. Rocchi; R. PanicciÃ ; G. Sturla,2026,2026,2020–2025,Hydro-economic equilibrium with climatic variability in interconnected local economies,Scopus,E,,,,Not available,Not available,Not available,Not available,"Tuscany, Italy",Italy,Europe,,False,,,
1-451,"Zhu, T.; Marques, G. F.; Lund, J. R.",2015,2015,2015–2019,Hydroeconomic optimization of integrated water management and transfers under stochastic surface water supply,Scopus,E,"Semiarid regions face scarce water supplies, requiring integrated management of agricultural and urban sectors alongside groundwater aquifers.",Existing literature oversimplifies water user decisions and alternatives by focusing only on water allocation and its economic consequences.,A two-stage stochastic optimization framework integrates multistage agricultural and urban management decisions including water transfers and crop production.,Econ-Engi,Econ-Engi,Economic-Engineering,Econ-Engi,Mediteranean climate,Mediterranean (region),Europe,Yes,True,10.1002/2014WR016519,"Abstract, Intro",
1-452,"Skurray, J. H.; Roberts, E.; Pannell, D. J.",2012,2012,2010–2014,Hydrological challenges to groundwater trading: Lessons from south-west Western Australia,Scopus,R,Establishing effective groundwater trading schemes requires addressing third-party externalities and irreversible reductions in future aquifer storage capacities due to delayed environmental impacts.,Management regimes often fail to incorporate the relevant hydrology or defining of aquifer boundaries necessary for establishment of an economically and environmentally robust trading scheme.,A case study analysis of the Gnangara system identifies primary hydrological challenges and suggests designing groundwater trading schemes sensitive to sustainable yield and intertemporal effects.,,Not available,Not available,Not available,Australia,Australia,Asia/Oceania,,False,10.1016/j.jhydrol.2011.05.034,"Intro, Hydrological challenges",
1-453,"Johnsen, T.",2001,2001,2000–2004,"Hydropower generation and storage, transmission contraints and market power",Scopus,A,"Regional hydropower markets frequently experience tight power balances and high winter imports despite local capacity matching demand, suggesting significant inefficiencies in transmission investment or operational market incentives.",Existing sophisticated model simulations often fail to justify transmission investments because they do not adequately account for the strategic interaction between market power and inflow uncertainty. (inferred).,"A theoretical model demonstrates that local monopolists withhold water during peak periods to manipulate prices, proving that increased transmission capacity into these areas may not be profitable.",Econ-Engi,Econ-Engi,Economic-Engineering,Econ-Engi,Norway,Norway,Europe,Yes,True,10.1016/S0957-1787(02)00037-1,"Intro, Sec 3.1",
1-454,"Gokce, B.; Kaya, G.; Kayalica, M. O.; Kayakutlu, G.",2024,2024,2020–2025,Impact of Renewable Energy Resources on the Turkish Power Market,Scopus,D,Volatility in traditional fossil fuel pricing has increased the need for alternative renewable energy sources to decrease carbon emissions.,There is a need for quantile regression analyses to determine the specific merit-order effects of solar and wind technologies in Turkey. (inferred).,A statistical analysis evaluates the impact of renewable energy resources on Turkish power price volatility and the merit-order effect.,Econ-Engi,Econ-Engi,Economic-Engineering,Econ-Engi,Turkey,Türkiye,Europe,,False,10.32479/ijeep.16204,"Intro, Sec 4",
1-455,"Reneses, J.; Barquín, J.; García-González, J.; Centeno, E.",2015,2015,2015–2019,Water value in electricity markets,Scopus,G,Internal price uncertainties and external variable generation uncertainties make it difficult for generic energy storage systems to choose profitable hourly amounts of energy to buy or sell.,"Market participants need a general modeling approach that evaluates the profitability of storage offers and bids based on variable efficiency, storage losses, and marginal costs.",A stochastic mixed integer linear programming model maximizes profits for generic storage systems by evaluating bids and offers against forecasted 24-hour ARIMA price scenarios.,,Not available,Not available,Not available,Synthetic case study,Synthetic/Theoretical,Not applicable,,False,10.1002/etep.2106,"Abstract, Contribution",
1-456,"Gragne, A. S.; Sharma, A.; Mehrotra, R.; Alfredsen, K.",2015,2015,2015–2019,Improving real-time inflow forecasting into hydropower reservoirs through a complementary modelling framework,Scopus,C,Inaccurate reservoir inflow forecasts lead to sub-optimal hydropower generation decisions and reduced financial value of water resources in the day-ahead market.,Previous complementary modeling attempts mainly improved forecasts for short lead times or failed to produce probabilistic uncertainty estimates for extended lead times.,A complementary modeling framework reformulates parameter estimation to address heteroscedasticity and improves real-time hourly inflow forecast accuracy for lead times up to seventeen hours.,Econ-Engi,Econ-Engi,Economic-Engineering,Econ-Engi,Norway,Norway,Europe,,False,10.5194/hess-19-3695-2015,"Abstract, Conclusion",
1-457,"Alnæs, E. N.; Grøndahl, R. B.; Fleten, S.; Boomsma, T. K.",2015,2015,2015–2019,Insights from Actual Day-Ahead Bidding of Hydropower,Scopus,A,"Flexible hydropower producers face complex daily decisions when setting volumes and price points for day-ahead spot market auctions, which can lead to suboptimal production and significant income loss.",Most scientific literature focuses on normative optimization models for bidding instead of performing empirical analyses to identify sub-optimal behavior in actual submitted bids from reservoir hydro producers.,"An empirical analysis of actual reservoir bids identifies scope for improved efficiency by showing that marginal costs are often underestimated, potentially increasing producer income through better bidding.",MILP,MILP,Optimization,MILP,Nodric,Nordic countries (region),Europe,,False,10.5278/IJSEPM.2015.7.4,"Intro, Sec IV",
1-458,"Akter, S.; Grafton, R. Q.; Merritt, W. S.",2014,2014,2010–2014,"Integrated hydro-ecological and economic modeling of environmental flows: Macquarie Marshes, Australia",Scopus,E,"River irrigation demand has dramatically reduced stream flows, necessitating quantitative methods to compare extractive versus non-extractive environmental water values.",Ecological response models and non-market economic valuation methods have rarely been combined to estimate marginal values consistent with hydrology.,A framework combines hydro-ecological and economic models to estimate unit prices for environmental water and evaluate reallocation trade-offs.,,Not available,Not available,Not available,"Macquarie Marshes, Australia",Australia,Asia/Oceania,Yes,True,10.1016/j.agwat.2013.12.005,"Intro, Conclusion",
1-459,"Araneda, J. C.; Mocarquer, S.; Moreno, R.; Rudnick, H.",2012,2012,2010–2014,Challenges on integrating renewables into the Chilean grid,Scopus,F,New generation power plants commissioned under competitive markets challenge transmission expansion planning due to technological and locational uncertainties.,Methodological frameworks for transmission planning must better incorporate anticipatory investment regimes alongside diverse generation scenarios. (inferred).,A transmission expansion planning framework evaluates different generation scenarios and technological uncertainties to inform advance investment decisions. (inferred).,Other,Other,Other,Other,Chile,Chile,South America,,False,10.1109/POWERCON.2010.5666573,Intro,
1-460,"De Villemeur, E. B.; Pineau, P.",2016,2016,2015–2019,Integrating Thermal and Hydro Electricity Markets: Economic and Environmental Costs of not Harmonizing Pricing Rules,Scopus,A,Jurisdictional differences in pricing policies and transmission costs prevent optimal resource allocation between regional markets dominated by hydropower and those relying primarily on thermal generation for energy.,"Previous studies on market integration often ignore the impacts of regulated hydropower production and transmission shadow values on the internal ""water value"" and overall welfare distribution. (inferred).","A multi-regime optimization model charactersizes the welfare impacts of deep integration, proving that removing native load commitments enhances overall system efficiency and social welfare across different jurisdictions.",Econ-Engi,Econ-Engi,Economic-Engineering,Econ-Engi,Canada,Canada,North America,Yes,True,10.5547/01956574.37.1.edev,"Sec 3, Appendix",
1-461,H. O. Riddervold; E. K. AasgÃ¥rd; L. Haukaas; M. KorpÃ¥s,2021,2021,2020–2025,Internal hydro- and wind portfolio optimisation in real-time market operations,Scopus,C,,,,Not available,Not available,Not available,Not available,Nordpool,Nordic countries (region),Europe,,False,,,
1-462,A. Horsley; A. J. Wrobel,2016,2016,2015–2019,Introduction,Scopus,H,,,,Not available,Not available,Not available,Not available,Generic/Theoretical,Synthetic/Theoretical,Not applicable,,False,,,
1-463,"Li, C.; Yang, Z.; Zhang, Y.; Yu, J.; Zou, P.",2019,2019,2015–2019,Investigate the Influence of Renewable Energy Penetration on the Electricity Market Equilibrium,Scopus,D,Large-scale integration of renewable energy introduces uncertainty and uncontrollability that may significantly influence electricity market equilibrium state.,Previous studies focused on single-time periods and failed to analyze the whole equilibrium state of markets with large-scale intermittent energy.,A multi-period equilibrium problem with equilibrium constraints (EPEC) model analyzes how renewable penetration affects bidding and market equilibrium.,Other,Other,Other,Other,China,China,Asia/Oceania,,False,10.1049/cp.2019.0481,"Intro, Sec 1",
1-464,W. P. Lewis,1994,1994,Pre-2000,Issues and options for interconnection in Southern Africa,Scopus,R,,,,Not available,Not available,Not available,Not available,South Africa,South Africa,Africa,,False,,,
1-465,"Chick, M.",2002,2002,2000–2004,"Le Tarif Vert Retrouvé: The Marginal Cost Concept and the Pricing of Electricity in Britain and France, 1945-1970",Scopus,R,Capital-intensive industries with non-stockable output like electricity require price structures reflective of costs to ensure efficient use of existing capacity and inform investment.,A historical comparison of how nationalized industries in Britain and France developed marginal cost pricing and the resulting influence on privatization was missing (inferred).,"A comparative study explains the development of the ""Tarif Vert"" and assesses how political decisions concerning hydropower and thermal investment influenced marginal cost pricing routes.",Other,Other,Other,Other,UK and France,Multi-country,Europe,,False,10.5547/ISSN0195-6574-EJ-Vol23-No1-5,"Intro, Tariff section",
1-466,"Maples, S. R.; Bruno, E. M.; Kraus-Polk, A. W.; Roberts, S. N.; Foster, L. M.",2018,2018,2015–2019,Leveraging Hydrologic Accounting and Water Markets for Improved Water Management: The Case for a Central Clearinghouse,Scopus,G,Current water management practices often fail to signal the true scarcity value of water due to incomplete or untimely accounting of hydrologic stores and flows.,"Integration among water disciplines remains incremental, lacking an incisive framework that combines real-time hydrologic tracking with transparent water markets organized around a central clearinghouse.",A conceptually simple framework advocates for transparent real-time water accounting and centralized clearinghouse markets to improve system efficiency and signal scarcity value effectively.,Other,Other,Other,Other,"Ca, US",United States,North America,,False,10.3390/w10121720,"Abstract, Closing Remarks",
1-467,"Watts, D.; Martinez, V.",2012,2012,2010–2014,Long-Run Energy and Emissions Modeling in Chile: Scenario Assessment Using MESSAGE,Scopus,A,"The transition of Chile's energy matrix toward sustainability and adequacy creates significant challenges for managing long-term energy supply, requiring new planning frameworks for future national emissions and energy security.","Scientific literature lacks rigorous long-term energy planning methodologies for Chile's market-controlled system that integrate technical, social, and environmental dimensions within a unified national optimization framework. (inferred).",A comprehensive national energy model developed in MESSAGE evaluates diverse expansion scenarios including hydropower and nuclear energy to identify cost-effective strategies for reducing emissions in the Chilean economy.,Econ-Engi,Econ-Engi,Economic-Engineering,Econ-Engi,Chile,Chile,South America,,False,10.1109/TLA.2012.6187596,"Abstract, Intro, Sec III, Conclusion",
1-469,"Institute of Electrodynamics National Academy of Sciences of Ukraine, B. A. K. U.; Parus, Y.; Blinov, I.; Institute of Electrodynamics National Academy of Sciences of Ukraine, B. A. K. U.; Miroshnyk, V.; Institute of Electrodynamics National Academy of Sciences of Ukraine, B. A. K. U.; Rybyna, O.; Institute of Electrodynamics National Academy of Sciences of Ukraine, B. A. K. U.; Olefir, D.; Institute of Electrodynamics National Academy of Sciences of Ukraine, B. A. K. U.; Sychova, V.; Institute of Electrodynamics National Academy of Sciences of Ukraine, B. A. K. U.",2024,2024,2020–2025,Model of optimal allocation of hydro-resources of HPP with capacity reservation for automatic asymmetrical frequency restoration,Scopus,B,,,,MILP,MILP,Optimization,MILP,Ukraine,Ukraine,Europe,,False,10.15407/techned2024.03.073,,
1-472,"Tejada-Arango, D. A.; Wogrin, S.; Siddiqui, A. S.; Centeno, E.",2019,2019,2015–2019,Opportunity cost including short-term energy storage in hydrothermal dispatch models using a linked representative periods approach,Scopus,A,"Current hydrothermal dispatch models fail to accurately value the flexibility of short-term storage like batteries, leading to suboptimal planning and significant errors in estimated seasonal water value.",Classic Load Duration Curve models lack the internal chronology necessary to represent both short-term battery operation and long-term hydropower reservoir management simultaneously within a single optimization process.,"A novel Linked Representative Periods model extracts hourly opportunity costs for storage, reducing water value estimation errors to under 3% compared to traditional Load Duration Curve approaches.",Other,Other,Other,Other,Spain,Spain,Europe,,False,10.1016/j.energy.2019.116079,"Abstract, Intro, Sec 7",
1-473,"Aasgard, E. K.; Roti, P. H.",2016,2016,2015–2019,Opportunity-cost-pricing of reserves for a simple hydropower system,Scopus,C,"The power system must continuously handle unforeseen events like wind forecast errors, necessitating sufficient balancing reserves to restore system frequency and grid stability.",Hydropower generation companies need to precisely analyze the price and capacity allocation between energy-only spot markets and various types of balancing reserve markets.,"A mathematical optimization model analyzes the price of delivering primary, secondary, and tertiary balancing reserves from a simple hydropower reservoir system.",SLP,LP,Optimization,SLP,Norway,Norway,Europe,,False,10.1109/EEM.2016.7521331,"Intro, Conclusion",
1-474,"Yu, S.; Shen, J.; Zhang, J.; Cheng, C.",2023,2023,2020–2025,Optimal bidding for large-scale hydropower stations serving multiple power grids in multi-regional monthly electricity markets,Scopus,C,Hydropower stations serving multiple power grids face complex spatio-temporal coupling constraints and uncertain electricity prices when formulating bidding strategies in monthly auction markets.,"Existing methods often fix bid prices in advance, which leads to the curse of dimensionality when coordinated bidding is required for multiple simultaneous regional markets.",A novel stochastic programming model using disjunctive programming coordinately optimizes piecewise bidding curves and electricity allocation among multiple regions to maximize revenue.,Other,Other,Other,Other,China,China,Asia/Oceania,,False,10.1016/j.ijepes.2022.108836,"Abstract, Intro, Contribution",
1-477,"Liu, J.; Li, J.; Xiang, Y.; Zhang, X.; Jiang, W.",2019,2019,2015–2019,Optimal Sizing of Cascade Hydropower and Distributed Photovoltaic Included Virtual Power Plant Considering Investments and Complementary Benefits in Electricity Markets,Scopus,C,Existing sizing studies for virtual power plants are insufficient because they fail to simultaneously consider mid-to-long-term transaction markets and spot market price uncertainties.,There is a lack of research on optimizing storage system configurations to specifically adapt to the convergence problems between long-term markets and the spot market.,A virtual power plant sizing method considers mid-to-long-term electricity purchase ratios and spot price uncertainty to maximize annual yields and minimize costs.,Other,Other,Other,Other,China,China,Asia/Oceania,,False,10.3390/en12050952,"Abstract, Conclusion",
1-478,"Li, L.; Dogan, M. S.; Maskey, M.; Rodriguez-Flores, J. M.; Vache, K. B.; Cole, S.; Null, S. E.; Viers, J. H.; Safeeq, M.; Medellin-Azuara, J.; Conklin, M.",2025,2025,2020–2025,Optimized water allocation with managed groundwater recharge and prioritized wetland deliveries to moderate human-nature water use tradeoffs under climate change,Scopus,E,Historic water system channelization and escalated climate change have intensified competition between agricultural and environmental water uses.,Limited foresight modeling has not been applied to statewide water allocation to balance agriculture and wetlands under evolving climate scenarios. (inferred).,A hydro-economic optimization model with limited foresight evaluates the combined impacts of climate change and prioritized wetland deliveries on allocations.,Econ-Engi,Econ-Engi,Economic-Engineering,Econ-Engi,"California, US",United States,North America,Yes,True,10.1016/j.ejrh.2025.102496,"Abstract, Intro",
1-479,"Aasgård, E. K.; Naversen, C. Ø.; Fodstad, M.; Skjelbred, H. I.",2018,2018,2015–2019,Optimizing day-ahead bid curves in hydropower production,Scopus,E,Hydropower companies must determine optimal supply curves to maximize revenue but finding true marginal costs is difficult due to water storability.,Conventional short-term hydropower scheduling models require extensions to explicitly provide optimized bid curves instead of just production schedules.,A method extends short-term hydropower scheduling using stochastic successive linear programming to explicitly generate optimized supply curves.,SLP,LP,Optimization,SLP,Nordic,Nordic countries (region),Europe,,False,10.1007/s12667-017-0234-z,"Intro, Conclusion",
1-480,"Chilaka, C.; Rinehart, A. J.; Wang, H.; Ward, F. A.",2025,2025,2020–2025,Optimizing the economic cost of sustainable pumping in the Southern High Plains aquifer,Scopus,G,Managing groundwater depletion in arid regions is a major challenge where persistent over-extraction threatens the economic sustainability of agricultural production and urban growth.,"Literature lacks a unified framework that integrates agricultural productivity, climate variability, and institutional feasibility into a coherent structure for cost-effective aquifer protection planning.",An integrated hydroeconomic optimization model maximizes discounted net present value across multiple sectors to identify cost-effective policies like cap-and-trade for eastern New Mexico counties.,Econ-Engi,Econ-Engi,Economic-Engineering,Econ-Engi,"New Mexico, US",United States,North America,Yes,True,10.1016/j.jhydrol.2025.134006,"Abstract, Methodology",
1-482,"Haugen, M.; Blaisdell-Pijuan, P. L.; Botterud, A.; Levin, T.; Zhou, Z.; Belsnes, M.; Korpås, M.; Somani, A.",2024,2024,2020–2025,Power market models for the clean energy transition: State of the art and future research needs,Scopus,R,"Decarbonizing the power sector through rapid deployment of variable renewable energy creates integration challenges that require models that accurately represent scheduling, dispatch, and pricing.","Existing reviews concentrated on general energy system models, lacking an in-depth review of the design features critical for accurate representation of renewables-dominated power markets.","A comprehensive literature review identifies model design characteristics critical for the clean energy transition, highlighting approaches for representing hydropower flexibility and multi-horizon grid services.",,Not available,Not available,Not available,Review paper,Synthetic/Theoretical,Not applicable,,False,10.1016/j.apenergy.2023.122495,"Intro, Contributions, Conclusion",
1-484,"Aaslid, P.; Korpås, M.; Belsnes, M. M.; Fosso, O. B.",2021,2021,2020–2025,Pricing electricity in constrained networks dominated by stochastic renewable generation and electric energy storage,Scopus,G,Transitioning to systems with zero marginal cost renewable generation makes electricity price formation difficult because spot prices are likely to be zero for extended periods.,"Previous research primarily focuses on systems where dispatchable generation is still the backbone, leaving the price formation in renewable-dominated systems relying on storage unstudied.",A stochastic dynamic programming model embeds multi-period optimal power flow to derive storage marginal values and probabilistic electricity prices in renewable-dominated networks.,SDP,SDP,Optimization,SDP,Nordic,Nordic countries (region),Europe,,False,10.1016/j.epsr.2021.107169,"Intro, Method",
1-485,"Horsley, A.; Wrobel, A. J.",2007,2007,2005–2009,Profit-maximizing operation and valuation of hydroelectric plant: A new solution to the Koopmans problem,Scopus,B,Simultaneously valuing hydropower outputs and fixed capital inputs like reservoirs is technically difficult in centralized supply systems with continuous time horizons.,The foundational Koopmans model for hydropower valuation had never been theoretically followed up or used in practice due to significant technical obstacles.,"A dual linear programming formulation decomposes the electricity price to impute unique marginal values for water, reservoirs, and turbine capacities.",LP,LP,Optimization,LP,Not applied for a case study,Synthetic/Theoretical,Not applicable,,False,10.1016/j.jedc.2006.03.004,"Intro, Sec 4, Sec 9",
1-486,"Doty, G. N.; McCree, D. L.; Doty, F. D.",2010,2010,2010–2014,Projections of Levelized Cost Benefit of Grid-Scale Energy Storage Options,Scopus,E,High-cycle storage options like flywheels and lithium-ion batteries face challenges in cost-effectiveness and environmental benefit due to limited profitable cycles.,There is a lack of clarity regarding capital costs and performance data for various emerging energy storage technologies under different cycles. (inferred).,A technical assessment provides a combination of capital costs and cycle depth expectations for various fast storage and battery technologies. (inferred).,Econ-Engi,Econ-Engi,Economic-Engineering,Econ-Engi,"Minnesota, US",United States,North America,,False,10.1115/ES2010-90377,References,
